item_id,product_name,department_name,price,stock_quantity
6009,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Chairs & Chairmats,200.98,35
6029,3390,Telephones and Communication,65.99,12
6067,GBC DocuBind TL300 Electric Binding System,Binders and Binder Accessories,896.99,4
6082,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Binders and Binder Accessories,15.01,19
6083,Microsoft Internet Keyboard,Computer Peripherals,20.97,25
6084,TDK 4.7GB DVD-R,Computer Peripherals,10.01,10
6097,Xerox 1977,Paper,6.68,32
6103,DAX Solid Wood Frames,Office Furnishings,9.77,20
6105,Honeywell Enviracaire¨ Portable Air Cleaner for up to 8 x 10 Room,Appliances,76.72,17
6118,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Appliances,59.98,42
6119,8260,Telephones and Communication,65.99,40
6125,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Envelopes,23.99,21
6129,Multimedia Mailers,Envelopes,162.93,39
6176,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Envelopes,10.94,45
6177,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Binders and Binder Accessories,40.98,21
6226,"DXLª Angle-View Binders with Locking Rings, Black",Binders and Binder Accessories,5.99,19
6227,8260,Telephones and Communication,65.99,20
6290,Newell¨ 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Binders and Binder Accessories,4.57,48
6291,Laser & Ink Jet Business Envelopes,Envelopes,10.67,34
6292,Okidata ML390 Turbo Dot Matrix Printers,Office Machines,442.14,34
6319,"Eldon Regeneration Recycled Desk Accessories, Smoke",Office Furnishings,1.74,15
6324,Accessory36,Telephones and Communication,55.99,1
6330,"Linden¨ 12"" Wall Clock With Oak Frame",Office Furnishings,33.98,27
6372,2160i,Telephones and Communication,200.99,40
6402,Global Deluxe High-Back Office Chair in Storm,Chairs & Chairmats,135.99,5
6439,"Howard Miller 16"" Diameter Gallery Wall Clock",Office Furnishings,63.94,37
6440,Canon MP100DHII Printing Calculator,Office Machines,140.99,28
6446,Accessory21,Telephones and Communication,20.99,39
6450,Verbatim DVD-R 4.7GB authoring disc,Computer Peripherals,39.24,20
6451,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Paper,7.64,19
6591,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro¨ Back, 8-1/2x11, 25/Bx",Office Furnishings,54.74,5
6603,Avery 51,Labels,6.3,34
6665,SANFORD Liquid Accentª Tank-Style Highlighters,Pens & Art Supplies,2.84,12
6669,Avery Poly Binder Pockets,Binders and Binder Accessories,3.58,43
6670,"Dixon My First Ticonderoga Pencil, #2",Pens & Art Supplies,5.85,18
6671,Acco¨ Hot Clipsª Clips to Go,Rubber Bands,3.29,41
6692,Fiskars¨ Softgrip Scissors,"Scissors, Rulers and Trimmers",10.98,27
6704,"Elite 5"" Scissors","Scissors, Rulers and Trimmers",8.45,46
6721,Eldon Wave Desk Accessories,Office Furnishings,5.89,8
6736,Avery 478,Labels,4.91,12
6737,Boston 16701 Slimline Battery Pencil Sharpener,Pens & Art Supplies,15.94,48
6754,Xerox 1982,Paper,22.84,4
6783,"Soundgear Copyboard Conference Phone, Optional Battery",Office Machines,204.1,48
6858,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Labels,98.31,1
6894,Euro Pro Shark Stick Mini Vacuum,Appliances,60.98,26
6983,Panasonic KX-P1150 Dot Matrix Printer,Office Machines,145.45,5
6984,Recycled Eldon Regeneration Jumbo File,Storage & Organization,12.28,1
6991,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Office Furnishings,107.53,12
7021,Avery 498,Labels,2.89,17
7042,Premium Transparent Presentation Covers by GBC,Binders and Binder Accessories,20.98,2
7043,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Tables,100.8,20
7060,GBC VeloBinder Electric Binding Machine,Binders and Binder Accessories,120.98,30
7087,Brown Kraft Recycled Envelopes,Envelopes,16.98,43
7103,"Acme¨ 8"" Straight Scissors","Scissors, Rulers and Trimmers",12.98,50
7111,Bell Sonecor JB700 Caller ID,Telephones and Communication,7.99,9
7136,A1228,Telephones and Communication,195.99,49
7168,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Office Furnishings,136.98,2
7277,8290,Telephones and Communication,125.99,5
7285,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Office Machines,115.99,1
7286,Fellowes Neat Ideas¨ Storage Cubes,Storage & Organization,32.48,39
7287,"Lesro Round Back Collection Coffee Table, End Table",Tables,182.55,22
7318,Avery 492,Labels,2.88,1
7319,Newell 343,Pens & Art Supplies,2.94,47
7343,Recycled Eldon Regeneration Jumbo File,Storage & Organization,12.28,48
7344,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Tables,349.45,45
7352,Canon S750 Color Inkjet Printer,Office Machines,120.97,6
7404,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Pens & Art Supplies,21.98,28
7419,"AT&T Black Trimline Phone, Model 210",Office Machines,15.99,43
7420,Newell 318,Pens & Art Supplies,2.78,19
7421,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Pens & Art Supplies,6.47,7
7422,Staples Vinyl Coated Paper Clips,Rubber Bands,3.93,20
7430,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Office Furnishings,136.98,44
7453,Avery 491,Labels,4.13,47
7500,Fellowes Black Plastic Comb Bindings,Binders and Binder Accessories,5.81,41
7501,"Eldon Expressionsª Desk Accessory, Wood Pencil Holder, Oak",Office Furnishings,9.65,49
7530,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Bookcases,58.14,10
7548,T18,Telephones and Communication,110.99,44
7559,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Appliances,279.81,10
7584,Honeywell Quietcare HEPA Air Cleaner,Appliances,78.65,20
7585,Staples Colored Bar Computer Paper,Paper,35.44,21
7620,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Pens & Art Supplies,11.66,17
7621,Staples Battery-Operated Desktop Pencil Sharpener,Pens & Art Supplies,10.48,8
7628,Eldon¨ 200 Classª Desk Accessories,Office Furnishings,6.28,31
7633,"Memorex 80 Minute CD-R, 30/Pack",Computer Peripherals,22.98,21
7716,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,300.98,1
7729,"Dual Level, Single-Width Filing Carts",Storage & Organization,155.06,14
7730,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",Computer Peripherals,55.94,7
7787,"Wilson Jones 1"" Hanging DublLock¨ Ring Binders",Binders and Binder Accessories,5.28,28
7813,"Master Giant Foot¨ Doorstop, Safety Yellow",Office Furnishings,7.59,50
7814,"Perma STOR-ALLª Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Storage & Organization,5.98,31
7894,Epson DFX-8500 Dot Matrix Printer,Office Machines,2550.14,1
7993,Xerox 194,Paper,55.48,13
8024,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Telephones and Communication,28.99,47
8057,Avery 493,Labels,4.91,39
8058,"Bevis Round Bullnose 29"" High Table Top",Tables,259.71,11
8073,GBC Recycled Regency Composition Covers,Binders and Binder Accessories,59.78,32
8074,Avery 506,Labels,4.13,44
8075,Xerox 197,Paper,30.98,12
8124,"Eldon¨ Expressionsª Wood Desk Accessories, Oak",Office Furnishings,7.38,26
8133,Xerox 1935,Paper,26.38,29
8136,Peel & Stick Add-On Corner Pockets,Binders and Binder Accessories,2.16,24
8159,Eureka The Boss¨ Cordless Rechargeable Stick Vac,Appliances,50.98,36
8162,Eldon¨ Wave Desk Accessories,Office Furnishings,2.08,4
8163,Xerox 1905,Paper,6.48,39
8164,Fellowes Bankers Boxª Staxonsteel¨ Drawer File/Stacking System,Storage & Organization,64.98,5
8176,"Executive Impressions 13"" Clairmont Wall Clock",Office Furnishings,19.23,42
8197,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,300.98,23
8198,Global Troyª Executive Leather Low-Back Tilter,Chairs & Chairmats,500.98,21
8199,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Computer Peripherals,45.19,18
8208,Staples SlimLine Pencil Sharpener,Pens & Art Supplies,11.97,18
8256,Presstex Flexible Ring Binders,Binders and Binder Accessories,4.55,30
8257,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,28.48,10
8258,Eldon Image Series Black Desk Accessories,Office Furnishings,4.14,26
8282,Avery 485,Labels,12.53,7
8283,"Dixon My First Ticonderoga Pencil, #2",Pens & Art Supplies,5.85,36
8290,Global Adaptabilitiesª Conference Tables,Tables,280.98,42
8294,Kensington 7 Outlet MasterPiece Power Center,Appliances,177.98,32
8295,"Global Deluxe Stacking Chair, Gray",Chairs & Chairmats,50.98,16
8314,Xerox 1885,Paper,48.04,20
8333,Avery 479,Labels,2.61,34
8337,"AT&T Black Trimline Phone, Model 210",Office Machines,15.99,45
8344,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Binders and Binder Accessories,8.04,36
8345,Eldon Pizzazª Desk Accessories,Office Furnishings,2.23,18
105,GBC Binding covers,Binders and Binder Accessories,12.95,42
115,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Office Machines,115.99,37
119,Talkabout T8367,Telephones and Communication,65.99,38
180,Logitech Access Keyboard,Computer Peripherals,15.98,14
342,"Fellowes Strictly Business¨ Drawer File, Letter/Legal Size",Storage & Organization,140.85,12
510,Newell 336,Pens & Art Supplies,4.28,50
587,"Conquestª 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Appliances,56.96,18
588,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Storage & Organization,279.48,1
632,GBC DocuBind P100 Manual Binding Machine,Binders and Binder Accessories,165.98,46
636,Avery 497,Labels,3.08,17
719,SAFCO Folding Chair Trolley,Chairs & Chairmats,128.24,37
762,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Envelopes,10.98,42
1106,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Computer Peripherals,29.89,24
1225,Keytronic Designer 104- Key Black Keyboard,Computer Peripherals,40.48,36
1241,Accessory31,Telephones and Communication,35.99,30
1264,Avanti 4.4 Cu. Ft. Refrigerator,Appliances,180.98,36
1302,Bush Mission Pointe Library,Bookcases,150.98,6
1303,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Binders and Binder Accessories,3.81,43
1307,Ibico Covers for Plastic or Wire Binding Elements,Binders and Binder Accessories,11.5,40
1442,Boston KS Multi-Size Manual Pencil Sharpener,Pens & Art Supplies,22.99,38
1443,"Hunt BOSTON¨ Vista¨ Battery-Operated Pencil Sharpener, Black",Pens & Art Supplies,11.66,46
1501,Martin-Yale Premier Letter Opener,"Scissors, Rulers and Trimmers",12.88,50
1503,Recycled Premium Regency Composition Covers,Binders and Binder Accessories,15.28,17
1504,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Bookcases,300.98,40
1560,i1000,Telephones and Communication,65.99,39
1561,Avery 493,Labels,4.91,49
1562,Fellowes Super Stor/Drawer¨,Storage & Organization,27.75,1
1571,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Office Furnishings,110.98,32
1572,*Staples* Letter Opener,"Scissors, Rulers and Trimmers",2.18,27
1573,Canon PC1060 Personal Laser Copier,Copiers and Fax,699.99,9
1574,LX 677,Telephones and Communication,110.99,25
1659,Avery Hi-Liter¨ Fluorescent Desk Style Markers,Pens & Art Supplies,3.38,31
1712,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,8.74,31
1783,Acco Suede Grain Vinyl Round Ring Binder,Binders and Binder Accessories,2.78,6
1784,Eldon Image Series Black Desk Accessories,Office Furnishings,4.14,15
1785,Xerox 213,Paper,6.48,19
1786,Newell 342,Pens & Art Supplies,3.28,21
1810,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Envelopes,9.78,45
1811,Newell 337,Pens & Art Supplies,3.28,27
1826,GBC Binding covers,Binders and Binder Accessories,12.95,46
1827,GBC Standard Therm-A-Bind Covers,Binders and Binder Accessories,24.92,8
1896,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Computer Peripherals,83.1,38
1897,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Office Furnishings,90.98,42
1947,Xerox 1985,Paper,6.48,26
2104,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,Computer Peripherals,39.99,42
2124,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,300.98,17
2125,"Tennsco Lockers, Sand",Storage & Organization,20.98,33
2158,Xerox 1920,Paper,5.98,48
2164,Xerox 1928,Paper,5.28,9
2165,Xerox 1939,Paper,18.97,44
2166,StarTAC 7760,Telephones and Communication,65.99,14
2227,Magna Visual Magnetic Picture Hangers,Office Furnishings,4.82,44
2269,M3682,Telephones and Communication,125.99,17
2278,Xerox 1978,Paper,5.78,43
2362,"Sauder Forest Hills Library, Woodland Oak Finish",Bookcases,140.98,30
2363,"Global High-Back Leather Tilter, Burgundy",Chairs & Chairmats,122.99,26
2391,"Wirebound Message Book, 4 per Page",Paper,5.43,29
2395,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,28.48,44
2506,Hoover WindTunnelª Plus Canister Vacuum,Appliances,363.25,27
2507,Newell 335,Pens & Art Supplies,2.88,27
2514,Zoom V.92 USB External Faxmodem,Computer Peripherals,49.99,18
2600,Telescoping Adjustable Floor Lamp,Office Furnishings,19.99,27
2628,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Binders and Binder Accessories,40.98,8
2633,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Office Furnishings,10.64,16
2634,Prang Drawing Pencil Set,Pens & Art Supplies,2.78,40
2678,Xerox 1992,Paper,5.98,29
2716,TI 36X Solar Scientific Calculator,Office Machines,23.99,38
2717,V 3600 Series,Telephones and Communication,65.99,3
2770,Sharp AL-1530CS Digital Copier,Copiers and Fax,499.99,5
2930,Hon 4-Shelf Metal Bookcases,Bookcases,100.98,3
2931,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Office Furnishings,51.65,8
2950,Lock-Up Easel 'Spel-Binder',Binders and Binder Accessories,28.53,34
2951,U.S. Robotics 56K Internet Call Modem,Computer Peripherals,99.99,17
2984,Boston 1730 StandUp Electric Pencil Sharpener,Pens & Art Supplies,21.38,18
2985,Bretford CR4500 Series Slim Rectangular Table,Tables,348.21,43
3133,Euro Pro Shark Stick Mini Vacuum,Appliances,60.98,24
3134,Hon 5100 Series Wood Tables,Tables,290.98,23
3155,Belkin ErgoBoardª Keyboard,Computer Peripherals,30.98,10
3163,Riverleaf Stik-Withit¨ Designer Note Cubes¨,Paper,10.06,44
3214,Coloredge Poster Frame,Office Furnishings,14.2,50
3360,8860,Telephones and Communication,65.99,15
3365,Xerox 1920,Paper,5.98,19
3366,252,Telephones and Communication,65.99,46
3420,Sharp 1540cs Digital Laser Copier,Copiers and Fax,549.99,15
3428,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Appliances,68.81,24
3487,Wilson Jones Impact Binders,Binders and Binder Accessories,5.18,20
3505,GBC DocuBind 200 Manual Binding Machine,Binders and Binder Accessories,420.98,6
3506,"Deflect-o SuperTrayª Unbreakable Stackable Tray, Letter, Black",Office Furnishings,29.18,42
3533,Sanford Liquid Accent Highlighters,Pens & Art Supplies,6.68,16
3549,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Appliances,225.04,36
3550,SANFORD Liquid Accentª Tank-Style Highlighters,Pens & Art Supplies,2.84,21
3551,Hon iLevelª Computer Training Table,Tables,31.76,36
3559,"Eldon¨ 200 Classª Desk Accessories, Burgundy",Office Furnishings,6.28,12
3662,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,39.48,38
3663,3M Hangers With Command Adhesive,Office Furnishings,3.7,39
3753,X-Rackª File for Hanging Folders,Storage & Organization,11.29,45
4042,688,Telephones and Communication,195.99,50
4043,Ibico EB-19 Dual Function Manual Binding System,Binders and Binder Accessories,172.99,7
4071,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Paper,30.98,9
4072,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,19.98,34
4085,Timeport L7089,Telephones and Communication,125.99,31
4125,Safco Contoured Stacking Chairs,Chairs & Chairmats,238.4,30
4126,Canon PC-428 Personal Copier,Copiers and Fax,199.99,21
4137,Staples Standard Envelopes,Envelopes,5.68,42
4138,12-1/2 Diameter Round Wall Clock,Office Furnishings,19.98,34
4151,Lexmark Z55se Color Inkjet Printer,Office Machines,90.97,28
4187,Binder Clips by OIC,Rubber Bands,1.48,15
4229,Avanti 4.4 Cu. Ft. Refrigerator,Appliances,180.98,44
4249,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Appliances,60.22,44
4250,Canon PC-428 Personal Copier,Copiers and Fax,199.99,21
4267,Aluminum Document Frame,Office Furnishings,12.22,1
4282,Wausau Papers Astrobrights¨ Colored Envelopes,Envelopes,5.98,16
4283,Newell 312,Pens & Art Supplies,5.84,33
4528,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Binders and Binder Accessories,4.91,40
4529,Canon imageCLASS 2200 Advanced Copier,Copiers and Fax,3499.99,1
4530,Newell 312,Pens & Art Supplies,5.84,8
4546,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Tables,550.98,45
4594,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Computer Peripherals,45.19,37
4611,KF 788,Telephones and Communication,45.99,15
4613,"Imation Neon Mac Format Diskettes, 10/Pack",Computer Peripherals,8.12,41
4614,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Office Furnishings,51.65,49
4615,Sanford Liquid Accent Highlighters,Pens & Art Supplies,6.68,2
4616,2180,Telephones and Communication,175.99,39
4748,Sharp AL-1530CS Digital Copier,Copiers and Fax,499.99,23
4792,"Executive Impressions 14"" Contract Wall Clock",Office Furnishings,22.23,1
4823,*Staples* Highlighting Markers,Pens & Art Supplies,4.84,27
4844,Boston 19500 Mighty Mite Electric Pencil Sharpener,Pens & Art Supplies,20.15,28
4901,Xerox 1995,Paper,6.48,44
4912,Self-Adhesive Ring Binder Labels,Binders and Binder Accessories,3.52,49
4945,Catalog Binders with Expanding Posts,Binders and Binder Accessories,67.28,29
4962,*Staples* Packaging Labels,Labels,2.89,10
4963,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Office Furnishings,41.32,35
4964,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Paper,8.95,13
4996,9-3/4 Diameter Round Wall Clock,Office Furnishings,13.79,2
5091,Logitech Cordless Elite Duo,Computer Peripherals,100.98,13
5092,Xerox 220,Paper,6.48,25
5128,Logitech Cordless Elite Duo,Computer Peripherals,100.98,9
5147,Canon Image Class D660 Copier,Copiers and Fax,599.99,38
5223,12 Colored Short Pencils,Pens & Art Supplies,2.6,8
5329,Avery Legal 4-Ring Binder,Binders and Binder Accessories,20.98,31
5387,Hoover¨ Commercial Lightweight Upright Vacuum,Appliances,3.48,4
5702,Colored Envelopes,Envelopes,3.69,42
5703,Xerox 1953,Paper,4.28,36
5714,GBC DocuBind 200 Manual Binding Machine,Binders and Binder Accessories,420.98,19
5715,DAX Natural Wood-Tone Poster Frame,Office Furnishings,26.48,50
5741,Staples Standard Envelopes,Envelopes,5.68,18
5750,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Binders and Binder Accessories,15.01,26
5751,Keytronic Designer 104- Key Black Keyboard,Computer Peripherals,40.48,14
5752,Recycled Eldon Regeneration Jumbo File,Storage & Organization,12.28,1
5759,GBC Standard Plastic Binding Systems Combs,Binders and Binder Accessories,8.85,32
5760,Office Star Flex Back Scooter Chair with White Frame,Chairs & Chairmats,110.98,18
5857,Xerox 1941,Paper,104.85,24
5922,"Global Deluxe Stacking Chair, Gray",Chairs & Chairmats,50.98,36
5923,DAX Clear Channel Poster Frame,Office Furnishings,14.58,35
5924,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Office Furnishings,45.98,18
5981,Belkin 105-Key Black Keyboard,Computer Peripherals,19.98,44
5982,Micro Innovations 104 Keyboard,Computer Peripherals,10.97,41
6036,GBC Imprintable Covers,Binders and Binder Accessories,10.98,31
6055,"GBC Laser Imprintable Binding System Covers, Desert Sand",Binders and Binder Accessories,14.27,46
6056,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Office Machines,9.49,46
6059,Hon Multipurpose Stacking Arm Chairs,Chairs & Chairmats,216.6,43
6219,"Executive Impressions 14""",Office Furnishings,22.23,39
6220,Accessory2,Telephones and Communication,55.99,38
6270,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Computer Peripherals,29.89,50
6271,Southworth 25% Cotton Antique Laid Paper & Envelopes,Paper,8.34,20
6295,Bevis 36 x 72 Conference Tables,Tables,124.49,38
6417,Xerox 1936,Paper,19.98,47
6419,"Eldon¨ 400 Classª Desk Accessories, Black Carbon",Office Furnishings,8.75,38
6420,"Dixon My First Ticonderoga Pencil, #2",Pens & Art Supplies,5.85,24
6480,Durable Pressboard Binders,Binders and Binder Accessories,3.8,23
6481,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Paper,7.98,20
6482,Bretford ÒJust In TimeÓ Height-Adjustable Multi-Task Work Tables,Tables,417.4,46
6574,"Array¨ Parchment Paper, Assorted Colors",Paper,7.28,3
6700,Avery Durable Poly Binders,Binders and Binder Accessories,5.53,30
6715,Dana Swing-Arm Lamps,Office Furnishings,10.68,5
6716,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Office Furnishings,110.98,25
6717,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Office Furnishings,105.98,50
6718,HP Office Paper (20Lb. and 87 Bright),Paper,6.68,37
6722,Bionaire Personal Warm Mist Humidifier/Vaporizer,Appliances,46.89,8
6749,270c,Telephones and Communication,125.99,31
6750,T28 WORLD,Telephones and Communication,195.99,24
6772,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Envelopes,15.74,47
6879,CF 888,Telephones and Communication,195.99,49
6899,GBC Standard Therm-A-Bind Covers,Binders and Binder Accessories,24.92,11
6900,Epson LQ-570e Dot Matrix Printer,Office Machines,270.97,9
6901,Staples Premium Bright 1-Part Blank Computer Paper,Paper,12.28,29
7005,Okidata ML390 Turbo Dot Matrix Printers,Office Machines,442.14,11
7018,"Hon Metal Bookcases, Black",Bookcases,70.98,7
7063,"24 Capacity Maxi Data Binder Racks, Pearl",Storage & Organization,210.55,18
7064,"Lesro Round Back Collection Coffee Table, End Table",Tables,182.55,10
7116,PC Concepts 116 Key Quantum 3000 Keyboard,Computer Peripherals,32.98,20
7128,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Binders and Binder Accessories,40.98,37
7129,Bretford ÒJust In TimeÓ Height-Adjustable Multi-Task Work Tables,Tables,417.4,2
7161,Accessory17,Telephones and Communication,35.99,43
7209,Telescoping Adjustable Floor Lamp,Office Furnishings,19.99,43
7232,Xerox 1898,Paper,6.68,34
7233,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Tables,85.29,47
7310,ACCOHIDE¨ Binder by Acco,Binders and Binder Accessories,4.13,13
7311,Eldon Executive Woodline II Cherry Finish Desk Accessories,Office Furnishings,40.89,36
7363,Belkin 8 Outlet Surge Protector,Appliances,40.98,21
7364,"Executive Impressions 14"" Contract Wall Clock",Office Furnishings,22.23,30
7480,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Appliances,14.81,44
7493,Bevis Steel Folding Chairs,Chairs & Chairmats,95.95,32
7494,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,300.98,27
7495,"Snap-A-Way¨ Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,37.94,36
7496,Fellowes Super Stor/Drawer¨ Files,Storage & Organization,161.55,28
7497,Logitech Cordless Navigator Duo,Computer Peripherals,80.98,13
7498,Sharp EL500L Fraction Calculator,Office Machines,13.99,25
7499,White GlueTop Scratch Pads,Paper,15.04,4
7522,"Fellowes Strictly Business¨ Drawer File, Letter/Legal Size",Storage & Organization,140.85,14
7562,"Eureka Sanitaire ¨ Multi-Pro Heavy-Duty Upright, Disposable Bags",Appliances,4.37,24
7563,Cardinal Holdit Business Card Pockets,Binders and Binder Accessories,4.98,39
7607,Accessory36,Telephones and Communication,55.99,15
7616,T193,Telephones and Communication,65.99,36
7617,Sharp EL500L Fraction Calculator,Office Machines,13.99,16
7618,Tennsco Commercial Shelving,Storage & Organization,20.34,38
7642,T39m,Telephones and Communication,155.99,36
7690,Tennsco Industrial Shelving,Storage & Organization,48.91,22
7713,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Chairs & Chairmats,100.89,16
7722,Colored Envelopes,Envelopes,3.69,13
7769,Accessory13,Telephones and Communication,35.99,48
7924,Xerox 197,Paper,30.98,46
7925,Bretford CR4500 Series Slim Rectangular Table,Tables,348.21,42
7949,Xerox 1976,Paper,6.48,42
8001,Hon 2090 ÒPillow SoftÓ Series Mid Back Swivel/Tilt Chairs,Chairs & Chairmats,280.98,17
8002,Hammermill Color Copier Paper (28Lb. and 96 Bright),Paper,9.99,42
8056,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Binders and Binder Accessories,15.01,10
8114,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut","Scissors, Rulers and Trimmers",6.84,50
8132,Serrated Blade or Curved Handle Hand Letter Openers,"Scissors, Rulers and Trimmers",3.14,42
8149,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Office Furnishings,99.23,37
8150,Accessory4,Telephones and Communication,85.99,4
8185,Hon GuestStacker Chair,Chairs & Chairmats,226.67,23
8225,Belkin ErgoBoardª Keyboard,Computer Peripherals,30.98,31
8245,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Paper,8.01,48
8246,Xerox 1989,Paper,4.98,28
8263,"GE 4 Foot Flourescent Tube, 40 Watt",Office Furnishings,14.98,37
8292,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,100.98,3
8293,Nu-Dell Leatherette Frames,Office Furnishings,14.34,30
8316,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Computer Peripherals,83.1,24
8317,"Snap-A-Way¨ Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,37.94,46
8360,Xerox 1994,Paper,6.48,34
7,Dixon Ticonderoga Core-Lock Colored Pencils,Pens & Art Supplies,9.11,30
8,CF 688,Telephones and Communication,155.99,14
51,Fellowes Staxonsteel¨ Drawer Files,Storage & Organization,193.17,35
76,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Pens & Art Supplies,34.58,29
77,Hanging Personal Folder File,Storage & Organization,15.7,35
164,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,28.48,6
165,3285,Telephones and Communication,205.99,11
199,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Paper,9.27,4
333,Office Star - Task Chair with Contemporary Loop Arms,Chairs & Chairmats,90.98,49
